Accumulator, Total count, Average count
RUN_EM, 5127659902544, 5127659902544.000000
LDA_INFERENCE, 5114614282934, 58519614.221213
DIGAMMA, 1272377844218, 191.746679
LOG_SUM, 1473016607510, 228.435596
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 180664, 152.846024
DOC_E_STEP, 5126087418766, 58650885.798238
LIKELIHOOD, 160568378850, 174170.011747
MLE, 1427908036, 30381022.042553
OPT_ALPHA, 933164, 20286.173913
EM_CONVERGE, 46, 46.000000
INFERENCE_CONVERGE, 921906, 10.548124
ALPHA_CONVERGE, 591, 12.847826
