Accumulator, Total count, Average count
RUN_EM, 457406919284, 457406919284.000000
LDA_INFERENCE, 452479886636, 9922804.531491
DIGAMMA, 126005845896, 150.654827
LOG_SUM, 115338891726, 142.475610
LOG_GAMMA, The code inside this timer has not been called, 0
DOC_E_STEP, 453650906612, 10217362.761532
LIKELIHOOD, 90011364980, 802848.548187
MLE, 3829178366, 100767851.736842
OPT_ALPHA, 24415426, 659876.378378
EM_CONVERGE, 37, 37.000000
INFERENCE_CONVERGE, 112115, 2.458662
ALPHA_CONVERGE, 35022, 946.540541
