Accumulator, Total count, Average count
RUN_EM, 410519188990, 410519188990.000000
LDA_INFERENCE, 405512199696, 10671373.676211
DIGAMMA, 113013729442, 154.492528
LOG_SUM, 102808613728, 145.159540
LOG_GAMMA, The code inside this timer has not been called, 0
DOC_E_STEP, 406574909962, 10988511.080054
LIKELIHOOD, 80738448740, 828333.029722
MLE, 4019354166, 105772478.052632
OPT_ALPHA, 20693936, 559295.567568
EM_CONVERGE, 37, 37.000000
INFERENCE_CONVERGE, 97471, 2.565026
ALPHA_CONVERGE, 29078, 785.891892
