Accumulator, Total count, Average count
RUN_EM, 625667429276, 625667429276.000000
LDA_INFERENCE, 620297918042, 9602134.954211
DIGAMMA, 172839083544, 152.500601
LOG_SUM, 160086797712, 145.970138
LOG_GAMMA, The code inside this timer has not been called, 0
DOC_E_STEP, 621898625716, 9887100.567822
LIKELIHOOD, 122779010632, 805314.215649
MLE, 3843267238, 101138611.526316
OPT_ALPHA, 21518636, 581584.756757
EM_CONVERGE, 37, 37.000000
INFERENCE_CONVERGE, 152461, 2.360077
ALPHA_CONVERGE, 31057, 839.378378
