Accumulator, Total count, Average count
RUN_EM, 717592519368, 717592519368.000000
LDA_INFERENCE, 712003672104, 9368469.369789
DIGAMMA, 198160766694, 150.863802
LOG_SUM, 184284994892, 144.999409
LOG_GAMMA, The code inside this timer has not been called, 0
DOC_E_STEP, 713867939250, 9646864.043919
LIKELIHOOD, 140699252160, 797126.771364
MLE, 3797719640, 99939990.526316
OPT_ALPHA, 20148346, 544549.891892
EM_CONVERGE, 37, 37.000000
INFERENCE_CONVERGE, 176508, 2.322474
ALPHA_CONVERGE, 29075, 785.810811
