Accumulator, Total count, Average count
RUN_EM, 650505752892, 650505752892.000000
LDA_INFERENCE, 644748435324, 9426146.715263
DIGAMMA, 179281443958, 151.253273
LOG_SUM, 166739398566, 145.382300
LOG_GAMMA, The code inside this timer has not been called, 0
DOC_E_STEP, 646685310830, 9709989.652102
LIKELIHOOD, 127755070544, 802184.306972
MLE, 3890717946, 102387314.368421
OPT_ALPHA, 20404456, 551471.783784
EM_CONVERGE, 37, 37.000000
INFERENCE_CONVERGE, 159259, 2.328348
ALPHA_CONVERGE, 29100, 786.486486
