Accumulator, Total count, Average count
RUN_EM, 353903540836, 353903540836.000000
LDA_INFERENCE, 349117052744, 10208100.957427
DIGAMMA, 97401340682, 153.702604
LOG_SUM, 88902447814, 144.942855
LOG_GAMMA, The code inside this timer has not been called, 0
DOC_E_STEP, 350046567524, 10511908.934655
LIKELIHOOD, 69334142952, 812893.707010
MLE, 3930349534, 103430250.894737
OPT_ALPHA, 21993896, 594429.621622
EM_CONVERGE, 37, 37.000000
INFERENCE_CONVERGE, 85293, 2.493947
ALPHA_CONVERGE, 31056, 839.351351
