Accumulator, Total count, Average count
RUN_EM, 597713067260, 597713067260.000000
LDA_INFERENCE, 592339527280, 9742426.435526
DIGAMMA, 164919935760, 154.454859
LOG_SUM, 152526074718, 147.622780
LOG_GAMMA, The code inside this timer has not been called, 0
DOC_E_STEP, 593861160826, 10031438.527466
LIKELIHOOD, 117527062194, 817215.724436
MLE, 3925333688, 103298254.947368
OPT_ALPHA, 21241702, 574100.054054
EM_CONVERGE, 37, 37.000000
INFERENCE_CONVERGE, 143814, 2.365362
ALPHA_CONVERGE, 30077, 812.891892
