Accumulator, Total count, Average count
RUN_EM, 515987128844, 515987128844.000000
LDA_INFERENCE, 510618248938, 9598087.386053
DIGAMMA, 142091335096, 151.819818
LOG_SUM, 131410910672, 145.103322
LOG_GAMMA, The code inside this timer has not been called, 0
DOC_E_STEP, 512137934570, 9886832.713707
LIKELIHOOD, 101230606806, 801705.935788
MLE, 3918981416, 103131089.894737
OPT_ALPHA, 21155734, 571776.594595
EM_CONVERGE, 37, 37.000000
INFERENCE_CONVERGE, 126269, 2.373477
ALPHA_CONVERGE, 30071, 812.729730
