Accumulator, Total count, Average count
RUN_EM, 114797478386, 114797478386.000000
LDA_INFERENCE, 110849786386, 9986467.241982
DIGAMMA, 30890290032, 150.873674
LOG_SUM, 27933693220, 141.010489
LOG_GAMMA, The code inside this timer has not been called, 0
DOC_E_STEP, 111161419532, 10292724.030741
LIKELIHOOD, 22069655324, 785173.449694
MLE, 3714288090, 100386164.594595
OPT_ALPHA, 22137746, 614937.388889
EM_CONVERGE, 36, 36.000000
INFERENCE_CONVERGE, 28108, 2.532252
ALPHA_CONVERGE, 32043, 890.083333
