Accumulator, Total count, Average count
RUN_EM, 431688177986, 431688177986.000000
LDA_INFERENCE, 426816283188, 10210915.865742
DIGAMMA, 118914525050, 151.098563
LOG_SUM, 108310632678, 142.166810
LOG_GAMMA, The code inside this timer has not been called, 0
DOC_E_STEP, 427910199908, 10513764.125504
LIKELIHOOD, 84955359302, 807161.472485
MLE, 3856140760, 101477388.421053
OPT_ALPHA, 21554550, 582555.405405
EM_CONVERGE, 37, 37.000000
INFERENCE_CONVERGE, 105252, 2.517990
ALPHA_CONVERGE, 31053, 839.270270
