Accumulator, Total count, Average count
RUN_EM, 483945791540, 483945791540.000000
LDA_INFERENCE, 478883815098, 9694004.354211
DIGAMMA, 133285329142, 150.709943
LOG_SUM, 122849425362, 143.535122
LOG_GAMMA, The code inside this timer has not been called, 0
DOC_E_STEP, 480156953816, 9982473.052308
LIKELIHOOD, 95045163942, 801108.915409
MLE, 3861519520, 101618934.736842
OPT_ALPHA, 20003048, 540622.918919
EM_CONVERGE, 37, 37.000000
INFERENCE_CONVERGE, 118642, 2.401660
ALPHA_CONVERGE, 29088, 786.162162
