Accumulator, Total count, Average count
RUN_EM, 561707895276, 561707895276.000000
LDA_INFERENCE, 556403341424, 9761462.130246
DIGAMMA, 154967202384, 154.684411
LOG_SUM, 143312728988, 147.834132
LOG_GAMMA, The code inside this timer has not been called, 0
DOC_E_STEP, 557835468332, 10051089.519495
LIKELIHOOD, 110088088992, 815370.689341
MLE, 3946878444, 103865222.210526
OPT_ALPHA, 22048232, 595898.162162
EM_CONVERGE, 37, 37.000000
INFERENCE_CONVERGE, 135016, 2.368702
ALPHA_CONVERGE, 31085, 840.135135
