Accumulator, Total count, Average count
RUN_EM, 2472003323214, 2472003323214.000000
LDA_INFERENCE, 2461580314056, 35165433057.942856
DIGAMMA, 485205551908, 190.481434
LOG_SUM, 571509536492, 225.640546
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 24638, 150.231707
DOC_E_STEP, 2467614144938, 35251630641.971428
LIKELIHOOD, 201734328716, 144924086.721264
MLE, 3995223210, 499402901.250000
OPT_ALPHA, 138684, 19812.000000
EM_CONVERGE, 7, 7.000000
INFERENCE_CONVERGE, 1392, 19.885714
ALPHA_CONVERGE, 82, 11.714286
