Accumulator, Total count, Average count
RUN_EM, 940767796234, 940767796234.000000
LDA_INFERENCE, 936598383704, 15609973061.733334
DIGAMMA, 188088031450, 194.111300
LOG_SUM, 220054889300, 230.001766
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 20352, 147.478261
DOC_E_STEP, 938691736638, 15644862277.299999
LIKELIHOOD, 76445060514, 64239546.650420
MLE, 1915646066, 273663723.714286
OPT_ALPHA, 120392, 20065.333333
EM_CONVERGE, 6, 6.000000
INFERENCE_CONVERGE, 1190, 19.833333
ALPHA_CONVERGE, 69, 11.500000
