Accumulator, Total count, Average count
RUN_EM, 2796651703976, 2796651703976.000000
LDA_INFERENCE, 2784754660286, 39782209432.657143
DIGAMMA, 539539990412, 190.310061
LOG_SUM, 636298804138, 225.591871
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 23898, 145.719512
DOC_E_STEP, 2791762115458, 39882315935.114288
LIKELIHOOD, 234792785508, 168189674.432665
MLE, 4449567726, 556195965.750000
OPT_ALPHA, 137118, 19588.285714
EM_CONVERGE, 7, 7.000000
INFERENCE_CONVERGE, 1396, 19.942857
ALPHA_CONVERGE, 82, 11.714286
