Accumulator, Total count, Average count
RUN_EM, 2386488629834, 2386488629834.000000
LDA_INFERENCE, 2366989989784, 33814142711.200001
DIGAMMA, 416848639774, 60.834990
LOG_SUM, 700329328204, 103.240870
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 10040, 70.704225
DOC_E_STEP, 2370898047774, 33869972111.057144
LIKELIHOOD, 192862567844, 143927289.435821
MLE, 10119475310, 1264934413.750000
OPT_ALPHA, 48856, 6979.428571
EM_CONVERGE, 7, 7.000000
INFERENCE_CONVERGE, 1340, 19.142857
ALPHA_CONVERGE, 71, 10.142857
