Accumulator, Total count, Average count
RUN_EM, 14544646496640, 14544646496640.000000
LDA_INFERENCE, 14366332580986, 42253919355.841179
DIGAMMA, 2448082018938, 59.270103
LOG_SUM, 4217762278432, 102.631061
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 686116, 64.111007
DOC_E_STEP, 14399370753404, 42351090451.188232
LIKELIHOOD, 1137773876248, 281557504.639446
MLE, 83904015608, 2397257588.800000
OPT_ALPHA, 3143514, 92456.294118
EM_CONVERGE, 34, 34.000000
INFERENCE_CONVERGE, 4041, 11.885294
ALPHA_CONVERGE, 5351, 157.382353
