Accumulator, Total count, Average count
RUN_EM, 18532200272942, 18532200272942.000000
LDA_INFERENCE, 18260617851574, 53707699563.452942
DIGAMMA, 3183301913616, 60.281533
LOG_SUM, 5377282914838, 102.171487
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 674450, 62.553330
DOC_E_STEP, 18308358979158, 53848114644.582352
LIKELIHOOD, 1442531768024, 418367682.141531
MLE, 128539666900, 3672561911.428571
OPT_ALPHA, 3173762, 93345.941176
EM_CONVERGE, 34, 34.000000
INFERENCE_CONVERGE, 3448, 10.141176
ALPHA_CONVERGE, 5391, 158.558824
