Accumulator, Total count, Average count
RUN_EM, 8406184154920, 8406184154920.000000
LDA_INFERENCE, 8374090069970, 104676125874.625000
DIGAMMA, 1572304588746, 192.288454
LOG_SUM, 1848164546520, 228.313406
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 31208, 192.641975
DOC_E_STEP, 8394957686578, 104936971082.225006
LIKELIHOOD, 844337816154, 527711135.096250
MLE, 10215801518, 1135089057.555556
OPT_ALPHA, 141186, 17648.250000
EM_CONVERGE, 8, 8.000000
INFERENCE_CONVERGE, 1600, 20.000000
ALPHA_CONVERGE, 81, 10.125000
