Accumulator, Total count, Average count
RUN_EM, 1359723336586, 1359723336586.000000
LDA_INFERENCE, 1325381049176, 18934014988.228573
DIGAMMA, 289571451906, 80.945840
LOG_SUM, 223026493306, 59.947494
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 12498, 91.897059
DOC_E_STEP, 1339544225780, 19136346082.571430
LIKELIHOOD, 112736998260, 80526427.328571
MLE, 4517681160, 564710145.000000
OPT_ALPHA, 74660, 10665.714286
EM_CONVERGE, 7, 7.000000
INFERENCE_CONVERGE, 1400, 20.000000
ALPHA_CONVERGE, 68, 9.714286
