Accumulator, Total count, Average count
RUN_EM, 743127436016, 743127436016.000000
LDA_INFERENCE, 722813759726, 9035171996.575001
DIGAMMA, 159044129548, 77.802630
LOG_SUM, 157638854926, 71.404483
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 13872, 87.797468
DOC_E_STEP, 731406551900, 9142581898.750000
LIKELIHOOD, 64994037342, 40621273.338750
MLE, 2660115834, 295568426.000000
OPT_ALPHA, 92840, 11605.000000
EM_CONVERGE, 8, 8.000000
INFERENCE_CONVERGE, 1600, 20.000000
ALPHA_CONVERGE, 79, 9.875000
