Accumulator, Total count, Average count
RUN_EM, 2859043085924, 2859043085924.000000
LDA_INFERENCE, 2811285858304, 40161226547.199997
DIGAMMA, 256984037662, 191.539576
LOG_SUM, 1120821135778, 203.452723
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 23020, 169.264706
DOC_E_STEP, 2831958548020, 40456550686.000000
LIKELIHOOD, 226196658738, 161569041.955714
MLE, 5914355868, 739294483.500000
OPT_ALPHA, 147954, 21136.285714
EM_CONVERGE, 7, 7.000000
INFERENCE_CONVERGE, 1400, 20.000000
ALPHA_CONVERGE, 68, 9.714286
