Accumulator, Total count, Average count
RUN_EM, 681299500334, 681299500334.000000
LDA_INFERENCE, 661259617242, 8265745215.525000
DIGAMMA, 131776508232, 64.463611
LOG_SUM, 136856749886, 61.990970
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 19148, 121.189873
DOC_E_STEP, 670152990380, 8376912379.750000
LIKELIHOOD, 66240929210, 41400580.756250
MLE, 2561195078, 284577230.888889
OPT_ALPHA, 93560, 11695.000000
EM_CONVERGE, 8, 8.000000
INFERENCE_CONVERGE, 1600, 20.000000
ALPHA_CONVERGE, 79, 9.875000
