Accumulator, Total count, Average count
RUN_EM, 3293570017930, 3293570017930.000000
LDA_INFERENCE, 3287935802934, 36818989.954468
DIGAMMA, 335857768880, 186.866882
LOG_SUM, 1552273205468, 235.746401
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 177542, 147.215589
DOC_E_STEP, 3292951707230, 36875159.095521
LIKELIHOOD, 164299668292, 174609.670921
MLE, 485485382, 10114278.791667
OPT_ALPHA, 955996, 20340.340426
EM_CONVERGE, 47, 47.000000
INFERENCE_CONVERGE, 940954, 10.536999
ALPHA_CONVERGE, 603, 12.829787
