Accumulator, Total count, Average count
RUN_EM, 2264433166628, 2264433166628.000000
LDA_INFERENCE, 2260263581306, 35042846.221798
DIGAMMA, 232487656136, 186.786087
LOG_SUM, 1074647164632, 235.698042
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 163970, 147.720721
DOC_E_STEP, 2263866932920, 35098712.138295
LIKELIHOOD, 113595612944, 174039.281300
MLE, 459234312, 10437143.454545
OPT_ALPHA, 872254, 20284.976744
EM_CONVERGE, 43, 43.000000
INFERENCE_CONVERGE, 652701, 10.119395
ALPHA_CONVERGE, 555, 12.906977
