Accumulator, Total count, Average count
RUN_EM, 1477609221520, 1477609221520.000000
LDA_INFERENCE, 1474455523442, 32693027.127317
DIGAMMA, 151677990816, 187.265873
LOG_SUM, 700903674906, 236.252863
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 157518, 147.213084
DOC_E_STEP, 1477063232274, 32750847.722262
LIKELIHOOD, 74049089636, 174479.476051
MLE, 435367504, 10365892.952381
OPT_ALPHA, 844422, 20595.658537
EM_CONVERGE, 41, 41.000000
INFERENCE_CONVERGE, 424400, 9.410200
ALPHA_CONVERGE, 535, 13.048780
