Accumulator, Total count, Average count
RUN_EM, 2959728451646, 2959728451646.000000
LDA_INFERENCE, 2913037517202, 41614821674.314285
DIGAMMA, 256862596520, 191.449061
LOG_SUM, 1199901374494, 217.807457
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 20528, 150.941176
DOC_E_STEP, 2933415702112, 41905938601.599998
LIKELIHOOD, 239910811216, 171364865.154286
MLE, 6053979784, 756747473.000000
OPT_ALPHA, 151682, 21668.857143
EM_CONVERGE, 7, 7.000000
INFERENCE_CONVERGE, 1400, 20.000000
ALPHA_CONVERGE, 68, 9.714286
