Accumulator, Total count, Average count
RUN_EM, 1928122658870, 1928122658870.000000
LDA_INFERENCE, 1894007647906, 27057252112.942856
DIGAMMA, 168148130050, 187.990283
LOG_SUM, 754300639774, 202.749155
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 20528, 150.941176
DOC_E_STEP, 1908512016576, 27264457379.657143
LIKELIHOOD, 150987615556, 107848296.825714
MLE, 3782030286, 472753785.750000
OPT_ALPHA, 149834, 21404.857143
EM_CONVERGE, 7, 7.000000
INFERENCE_CONVERGE, 1400, 20.000000
ALPHA_CONVERGE, 68, 9.714286
