Accumulator, Total count, Average count
RUN_EM, 12338041658, 12338041658.000000
LDA_INFERENCE, 12253151456, 8752251.040000
DIGAMMA, 3112376012, 190.461236
LOG_SUM, 3325114738, 228.318616
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 48238, 137.039773
DOC_E_STEP, 12281967510, 8772833.935714
LIKELIHOOD, 618271288, 52373.679627
MLE, 59045846, 3936389.733333
OPT_ALPHA, 241978, 17284.142857
EM_CONVERGE, 14, 14.000000
INFERENCE_CONVERGE, 11805, 8.432143
ALPHA_CONVERGE, 176, 12.571429
