Accumulator, Total count, Average count
RUN_EM, 280243912402, 280243912402.000000
LDA_INFERENCE, 257179634752, 8572654491.733334
DIGAMMA, 44098955032, 62.569407
LOG_SUM, 72139479724, 102.872592
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 6766, 75.177778
DOC_E_STEP, 262239365466, 8741312182.200001
LIKELIHOOD, 26566903892, 385027592.637681
MLE, 10405281670, 2601320417.500000
OPT_ALPHA, 34806, 11602.000000
EM_CONVERGE, 3, 3.000000
INFERENCE_CONVERGE, 69, 2.300000
ALPHA_CONVERGE, 45, 15.000000
