Accumulator, Total count, Average count
RUN_EM, 7355886150408, 7355886150408.000000
LDA_INFERENCE, 7255714553400, 20730613009.714287
DIGAMMA, 1214962833454, 60.070535
LOG_SUM, 2033064424560, 101.537055
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 62144, 71.102975
DOC_E_STEP, 7289264113892, 20826468896.834286
LIKELIHOOD, 731343177894, 184869357.404954
MLE, 42821342390, 1189481733.055556
OPT_ALPHA, 336528, 9615.085714
EM_CONVERGE, 35, 35.000000
INFERENCE_CONVERGE, 3956, 11.302857
ALPHA_CONVERGE, 437, 12.485714
