Accumulator, Total count, Average count
RUN_EM, 97024274652, 97024274652.000000
LDA_INFERENCE, 95893833416, 31964611.138667
DIGAMMA, 23091922268, 191.716280
LOG_SUM, 26722725458, 228.674998
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 112488, 139.910448
DOC_E_STEP, 96452477750, 32150825.916667
LIKELIHOOD, 4511891216, 255457.548183
MLE, 590509832, 19048704.258065
OPT_ALPHA, 568370, 18945.666667
EM_CONVERGE, 30, 30.000000
INFERENCE_CONVERGE, 17662, 5.887333
ALPHA_CONVERGE, 402, 13.400000
