Accumulator, Total count, Average count
RUN_EM, 4535612421346, 4535612421346.000000
LDA_INFERENCE, 4522059033024, 59111882.784627
DIGAMMA, 1097256786022, 194.468025
LOG_SUM, 1270750874782, 231.772794
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 168790, 141.602349
DOC_E_STEP, 4534222445626, 59270881.642170
LIKELIHOOD, 212104391864, 270525.788525
MLE, 1379490854, 29988931.608696
OPT_ALPHA, 848492, 18855.377778
EM_CONVERGE, 45, 45.000000
INFERENCE_CONVERGE, 784045, 10.248954
ALPHA_CONVERGE, 596, 13.244444
