Accumulator, Total count, Average count
RUN_EM, 1271724135554, 1271724135554.000000
LDA_INFERENCE, 1265288040592, 47567219.571128
DIGAMMA, 304914878950, 192.908264
LOG_SUM, 353433805388, 230.216096
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 147140, 144.254902
DOC_E_STEP, 1270621065418, 47767709.226241
LIKELIHOOD, 59708947200, 267681.104636
MLE, 1104418350, 28318419.230769
OPT_ALPHA, 740006, 19473.842105
EM_CONVERGE, 38, 38.000000
INFERENCE_CONVERGE, 223060, 8.385714
ALPHA_CONVERGE, 510, 13.421053
