Accumulator, Total count, Average count
RUN_EM, 711249953074, 711249953074.000000
LDA_INFERENCE, 707086218416, 41593306.965647
DIGAMMA, 170490644306, 191.623050
LOG_SUM, 197475426936, 228.611760
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 131520, 145.165563
DOC_E_STEP, 710297883482, 41782228.440118
LIKELIHOOD, 33477486544, 259880.037448
MLE, 982277100, 28065060.000000
OPT_ALPHA, 691814, 20347.470588
EM_CONVERGE, 34, 34.000000
INFERENCE_CONVERGE, 128819, 7.577588
ALPHA_CONVERGE, 453, 13.323529
