Accumulator, Total count, Average count
RUN_EM, 1969928041986, 1969928041986.000000
LDA_INFERENCE, 1960970743768, 51877532.903915
DIGAMMA, 472355758976, 193.582327
LOG_SUM, 547722182780, 231.054727
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 162860, 143.615520
DOC_E_STEP, 1968685139900, 52081617.457672
LIKELIHOOD, 92412722376, 271650.320045
MLE, 1229968504, 28603918.697674
OPT_ALPHA, 799848, 19044.000000
EM_CONVERGE, 42, 42.000000
INFERENCE_CONVERGE, 340190, 8.999735
ALPHA_CONVERGE, 567, 13.500000
