Accumulator, Total count, Average count
RUN_EM, 3426191464484, 3426191464484.000000
LDA_INFERENCE, 3412421813944, 57063909.932174
DIGAMMA, 822214417822, 195.216867
LOG_SUM, 952945085452, 232.860769
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 178814, 144.437803
DOC_E_STEP, 3424776342530, 57270507.400167
LIKELIHOOD, 161643778862, 275681.733292
MLE, 1408437314, 29966751.361702
OPT_ALPHA, 896118, 19480.826087
EM_CONVERGE, 46, 46.000000
INFERENCE_CONVERGE, 586342, 9.805050
ALPHA_CONVERGE, 619, 13.456522
