Accumulator, Total count, Average count
RUN_EM, 242132185204, 242132185204.000000
LDA_INFERENCE, 238820989958, 3980349832.633333
DIGAMMA, 19875720190, 187.628009
LOG_SUM, 87107552756, 194.875404
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 19688, 146.925373
DOC_E_STEP, 240583634228, 4009727237.133333
LIKELIHOOD, 35561838828, 30239658.867347
MLE, 577223868, 82460552.571429
OPT_ALPHA, 127338, 21223.000000
EM_CONVERGE, 6, 6.000000
INFERENCE_CONVERGE, 1176, 19.600000
ALPHA_CONVERGE, 67, 11.166667
