Accumulator, Total count, Average count
RUN_EM, 405247468234, 405247468234.000000
LDA_INFERENCE, 400135902658, 5716227180.828571
DIGAMMA, 34241638226, 192.855882
LOG_SUM, 146558522398, 198.848880
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 24172, 151.075000
DOC_E_STEP, 402884576864, 5755493955.200000
LIKELIHOOD, 59612392718, 42702287.047278
MLE, 933512376, 116689047.000000
OPT_ALPHA, 161180, 23025.714286
EM_CONVERGE, 7, 7.000000
INFERENCE_CONVERGE, 1396, 19.942857
ALPHA_CONVERGE, 80, 11.428571
