Accumulator, Total count, Average count
RUN_EM, 107695132442, 107695132442.000000
LDA_INFERENCE, 106345778374, 1772429639.566667
DIGAMMA, 8507772234, 187.987894
LOG_SUM, 40788957652, 199.234306
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 20334, 154.045455
DOC_E_STEP, 107131660462, 1785527674.366667
LIKELIHOOD, 15090059244, 12897486.533333
MLE, 237460440, 33922920.000000
OPT_ALPHA, 131932, 21988.666667
EM_CONVERGE, 6, 6.000000
INFERENCE_CONVERGE, 1170, 19.500000
ALPHA_CONVERGE, 66, 11.000000
