Accumulator, Total count, Average count
RUN_EM, 365304483574, 365304483574.000000
LDA_INFERENCE, 360644428036, 5152063257.657143
DIGAMMA, 30771026396, 192.890114
LOG_SUM, 132369548066, 199.038422
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 24166, 151.037500
DOC_E_STEP, 363163412954, 5188048756.485714
LIKELIHOOD, 53550966196, 38470521.692529
MLE, 866055862, 108256982.750000
OPT_ALPHA, 163574, 23367.714286
EM_CONVERGE, 7, 7.000000
INFERENCE_CONVERGE, 1392, 19.885714
ALPHA_CONVERGE, 80, 11.428571
