Accumulator, Total count, Average count
RUN_EM, 3317062940210, 3317062940210.000000
LDA_INFERENCE, 3307485682254, 55309125.121304
DIGAMMA, 808329874080, 191.920286
LOG_SUM, 930474794512, 227.369949
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 176842, 142.844911
DOC_E_STEP, 3315642398788, 55445525.063344
LIKELIHOOD, 162178741962, 276594.107129
MLE, 1348984764, 28701803.489362
OPT_ALPHA, 882402, 19182.652174
EM_CONVERGE, 46, 46.000000
INFERENCE_CONVERGE, 586342, 9.805050
ALPHA_CONVERGE, 619, 13.456522
