Accumulator, Total count, Average count
RUN_EM, 5254852151472, 5254852151472.000000
LDA_INFERENCE, 5239646916872, 59950193.556888
DIGAMMA, 1274599779476, 192.081522
LOG_SUM, 1465884770562, 227.329590
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 173090, 142.578254
DOC_E_STEP, 5253372439418, 60107236.148947
LIKELIHOOD, 260729194502, 282815.378685
MLE, 1393111090, 29640661.489362
OPT_ALPHA, 873448, 18988.000000
EM_CONVERGE, 46, 46.000000
INFERENCE_CONVERGE, 921906, 10.548124
ALPHA_CONVERGE, 607, 13.195652
