Accumulator, Total count, Average count
RUN_EM, 2404099809010, 2404099809010.000000
LDA_INFERENCE, 2395998251542, 54454505.716864
DIGAMMA, 581648157926, 195.403805
LOG_SUM, 668756422628, 231.237414
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 154594, 145.295113
DOC_E_STEP, 2402837175626, 54609935.809682
LIKELIHOOD, 119111264532, 287859.251182
MLE, 1197858266, 29216055.268293
OPT_ALPHA, 772048, 19301.200000
EM_CONVERGE, 40, 40.000000
INFERENCE_CONVERGE, 413783, 9.404159
ALPHA_CONVERGE, 532, 13.300000
