Accumulator, Total count, Average count
RUN_EM, 726080950840, 726080950840.000000
LDA_INFERENCE, 722400353214, 42494138.424353
DIGAMMA, 175179024484, 196.892557
LOG_SUM, 201295229320, 233.033838
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 133808, 147.690949
DOC_E_STEP, 725064147050, 42650832.179412
LIKELIHOOD, 35964816160, 279188.754454
MLE, 963751454, 27535755.828571
OPT_ALPHA, 662106, 19473.705882
EM_CONVERGE, 34, 34.000000
INFERENCE_CONVERGE, 128819, 7.577588
ALPHA_CONVERGE, 453, 13.323529
