Accumulator, Total count, Average count
RUN_EM, 344592957990, 344592957990.000000
LDA_INFERENCE, 342315623358, 36808131.543871
DIGAMMA, 82986124526, 192.043567
LOG_SUM, 95398745858, 227.483603
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 120476, 145.854722
DOC_E_STEP, 343740051832, 36961295.895914
LIKELIHOOD, 16899390788, 264590.430374
MLE, 806266892, 25195840.375000
OPT_ALPHA, 593190, 19135.161290
EM_CONVERGE, 31, 31.000000
INFERENCE_CONVERGE, 63870, 6.867742
ALPHA_CONVERGE, 413, 13.322581
