Accumulator, Total count, Average count
RUN_EM, 4454124230430, 4454124230430.000000
LDA_INFERENCE, 4441676335742, 58061128.571791
DIGAMMA, 1083900484332, 192.100873
LOG_SUM, 1246597504432, 227.367450
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 232006, 194.635906
DOC_E_STEP, 4452716084444, 58205439.012340
LIKELIHOOD, 219594158944, 280078.514555
MLE, 1331909314, 28954550.304348
OPT_ALPHA, 937292, 20828.711111
EM_CONVERGE, 45, 45.000000
INFERENCE_CONVERGE, 784045, 10.248954
ALPHA_CONVERGE, 596, 13.244444
