Accumulator, Total count, Average count
RUN_EM, 4213357347402, 4213357347402.000000
LDA_INFERENCE, 4202653320120, 68224891.560390
DIGAMMA, 1052392944550, 239.987660
LOG_SUM, 1210195906966, 284.032144
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 14558162, 173.121843
DOC_E_STEP, 4210642656938, 68354588.586656
LIKELIHOOD, 396546741910, 648930.890722
MLE, 2679711328, 59549140.622222
OPT_ALPHA, 68309450, 1552487.500000
EM_CONVERGE, 44, 44.000000
INFERENCE_CONVERGE, 611077, 9.920081
ALPHA_CONVERGE, 42046, 955.590909
