Accumulator, Total count, Average count
RUN_EM, 271629969040, 271629969040.000000
LDA_INFERENCE, 270126452670, 39724478.333824
DIGAMMA, 68771155672, 239.854438
LOG_SUM, 78230574118, 281.276061
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 10786716, 173.643207
DOC_E_STEP, 270695108098, 39808104.132059
LIKELIHOOD, 20816688238, 489689.208139
MLE, 934415372, 26697582.057143
OPT_ALPHA, 50597978, 1488175.823529
EM_CONVERGE, 34, 34.000000
INFERENCE_CONVERGE, 42510, 6.251471
ALPHA_CONVERGE, 31060, 913.529412
