Accumulator, Total count, Average count
RUN_EM, 6436011200474, 6436011200474.000000
LDA_INFERENCE, 6419833030336, 71331478.114844
DIGAMMA, 1602007338380, 239.930737
LOG_SUM, 1842226309520, 283.943613
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 16978014, 173.206158
DOC_E_STEP, 6432625979360, 71473621.992889
LIKELIHOOD, 615657340916, 662964.498646
MLE, 3329828246, 65290749.921569
OPT_ALPHA, 79914010, 1598280.200000
EM_CONVERGE, 50, 50.000000
INFERENCE_CONVERGE, 928643, 10.318256
ALPHA_CONVERGE, 49011, 980.220000
