Accumulator, Total count, Average count
RUN_EM, 5393687108318, 5393687108318.000000
LDA_INFERENCE, 5380092641436, 70053289.602031
DIGAMMA, 1347663919104, 240.214059
LOG_SUM, 1546956526096, 283.777808
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 16394720, 174.337729
DOC_E_STEP, 5390590777786, 70189984.085755
LIKELIHOOD, 506763054884, 648298.227264
MLE, 3045325986, 62149509.918367
OPT_ALPHA, 76550686, 1594805.958333
EM_CONVERGE, 48, 48.000000
INFERENCE_CONVERGE, 781682, 10.178151
ALPHA_CONVERGE, 47020, 979.583333
