Accumulator, Total count, Average count
RUN_EM, 6472712540214, 6472712540214.000000
LDA_INFERENCE, 6458020591126, 72318259.699059
DIGAMMA, 1608730997490, 239.949880
LOG_SUM, 1850541127190, 284.050751
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 16020208, 174.102417
DOC_E_STEP, 6469400715498, 72445696.702105
LIKELIHOOD, 633273880186, 679173.804223
MLE, 3265597358, 68033278.291667
OPT_ALPHA, 74964964, 1594999.234043
EM_CONVERGE, 47, 47.000000
INFERENCE_CONVERGE, 932418, 10.441411
ALPHA_CONVERGE, 46008, 978.893617
