Accumulator, Total count, Average count
RUN_EM, 619970182926, 619970182926.000000
LDA_INFERENCE, 617420487788, 46774279.377879
DIGAMMA, 155896742196, 244.246914
LOG_SUM, 178449264326, 288.078604
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 11687592, 177.084727
DOC_E_STEP, 618691455702, 46870564.825909
LIKELIHOOD, 52519664912, 559445.928886
MLE, 1279967212, 37646094.470588
OPT_ALPHA, 54577064, 1653850.424242
EM_CONVERGE, 33, 33.000000
INFERENCE_CONVERGE, 93878, 7.111970
ALPHA_CONVERGE, 33000, 1000.000000
