Accumulator, Total count, Average count
RUN_EM, 112972222948, 112972222948.000000
LDA_INFERENCE, 112054796728, 37351598.909333
DIGAMMA, 28711391894, 240.226115
LOG_SUM, 32501670078, 280.437348
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 9493756, 175.621666
DOC_E_STEP, 112303184590, 37434394.863333
LIKELIHOOD, 8370010586, 474544.199229
MLE, 680796736, 21961185.032258
OPT_ALPHA, 44100874, 1470029.133333
EM_CONVERGE, 30, 30.000000
INFERENCE_CONVERGE, 17638, 5.879333
ALPHA_CONVERGE, 27029, 900.966667
