Accumulator, Total count, Average count
RUN_EM, 3527180139594, 3527180139594.000000
LDA_INFERENCE, 3518154368616, 65151006.826222
DIGAMMA, 885593748484, 240.145793
LOG_SUM, 1017511817282, 283.994066
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 15732440, 174.804889
DOC_E_STEP, 3524625765222, 65270847.504111
LIKELIHOOD, 317122816626, 617131.346744
MLE, 2522983320, 54847463.478261
OPT_ALPHA, 73736404, 1638586.755556
EM_CONVERGE, 45, 45.000000
INFERENCE_CONVERGE, 513866, 9.516037
ALPHA_CONVERGE, 45000, 1000.000000
