Accumulator, Total count, Average count
RUN_EM, 2225857116322, 2225857116322.000000
LDA_INFERENCE, 2219762884294, 63241107.814644
DIGAMMA, 559021763284, 246.044339
LOG_SUM, 641863341312, 290.800629
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 13591208, 178.770526
DOC_E_STEP, 2223803466346, 63356224.112422
LIKELIHOOD, 198559215740, 627343.434416
MLE, 2039800878, 50995021.950000
OPT_ALPHA, 63500268, 1628212.000000
EM_CONVERGE, 39, 39.000000
INFERENCE_CONVERGE, 316508, 9.017322
ALPHA_CONVERGE, 38013, 974.692308
