Accumulator, Total count, Average count
RUN_EM, 3859638205202, 3859638205202.000000
LDA_INFERENCE, 3849830932944, 67304736.589930
DIGAMMA, 966862214730, 240.181945
LOG_SUM, 1110856839774, 284.008960
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 15430684, 175.348682
DOC_E_STEP, 3857011236018, 67430266.363951
LIKELIHOOD, 356440979476, 637665.488581
MLE, 2593416762, 57631483.600000
OPT_ALPHA, 71889256, 1633846.727273
EM_CONVERGE, 44, 44.000000
INFERENCE_CONVERGE, 558978, 9.772343
ALPHA_CONVERGE, 44000, 1000.000000
