Accumulator, Total count, Average count
RUN_EM, 2606404061772, 2606404061772.000000
LDA_INFERENCE, 2599414359698, 63400350.236537
DIGAMMA, 654223625636, 242.525179
LOG_SUM, 751414765614, 286.719886
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 13965436, 174.533043
DOC_E_STEP, 2604188111692, 63516783.212000
LIKELIHOOD, 234614881376, 625925.105517
MLE, 2200039320, 52381888.571429
OPT_ALPHA, 65543918, 1598632.146341
EM_CONVERGE, 41, 41.000000
INFERENCE_CONVERGE, 374829, 9.142171
ALPHA_CONVERGE, 40008, 975.804878
