Accumulator, Total count, Average count
RUN_EM, 421461271334, 421461271334.000000
LDA_INFERENCE, 419482482704, 43696091.948333
DIGAMMA, 106210612282, 240.347812
LOG_SUM, 121349183110, 283.008947
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 10431722, 173.757779
DOC_E_STEP, 420364380690, 43787956.321875
LIKELIHOOD, 34727966194, 530060.384236
MLE, 1102076474, 33396256.787879
OPT_ALPHA, 48792242, 1524757.562500
EM_CONVERGE, 32, 32.000000
INFERENCE_CONVERGE, 65517, 6.824687
ALPHA_CONVERGE, 30018, 938.062500
