Accumulator, Total count, Average count
RUN_EM, 1459177951182, 1459177951182.000000
LDA_INFERENCE, 1454738501988, 57727718.332857
DIGAMMA, 365607238332, 245.636845
LOG_SUM, 420598797184, 290.958949
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 12462128, 177.979549
DOC_E_STEP, 1457454839926, 57835509.520873
LIKELIHOOD, 129412495454, 615189.508818
MLE, 1723072002, 46569513.567568
OPT_ALPHA, 58350970, 1620860.277778
EM_CONVERGE, 36, 36.000000
INFERENCE_CONVERGE, 210362, 8.347698
ALPHA_CONVERGE, 35010, 972.500000
