Accumulator, Total count, Average count
RUN_EM, 6933908088732, 6933908088732.000000
LDA_INFERENCE, 6918793866728, 73604190.071574
DIGAMMA, 1724505932382, 240.176658
LOG_SUM, 1982492081528, 284.135002
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 16352518, 173.962957
DOC_E_STEP, 6930499903710, 73728722.379894
LIKELIHOOD, 682140038034, 683676.258587
MLE, 3363902878, 70081309.958333
OPT_ALPHA, 76466946, 1626956.297872
EM_CONVERGE, 47, 47.000000
INFERENCE_CONVERGE, 997753, 10.614394
ALPHA_CONVERGE, 47000, 1000.000000
