Accumulator, Total count, Average count
RUN_EM, 911408357022, 911408357022.000000
LDA_INFERENCE, 908169945666, 50453885.870333
DIGAMMA, 229534728058, 246.143831
LOG_SUM, 262572648948, 290.047592
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 12469246, 178.091379
DOC_E_STEP, 909932631446, 50551812.858111
LIKELIHOOD, 77326456708, 572754.627192
MLE, 1477187832, 39923995.459459
OPT_ALPHA, 58578878, 1627191.055556
EM_CONVERGE, 36, 36.000000
INFERENCE_CONVERGE, 135008, 7.500444
ALPHA_CONVERGE, 35008, 972.444444
