Accumulator, Total count, Average count
RUN_EM, 1879593917432, 1879593917432.000000
LDA_INFERENCE, 1874233021604, 60071571.205256
DIGAMMA, 472762519820, 246.232673
LOG_SUM, 542353086288, 290.825624
LOG_GAMMA, The code inside this timer has not been called, 0
TRIGAMMA, 13225726, 178.451116
DOC_E_STEP, 1877655231556, 60181257.421667
LIKELIHOOD, 164412782396, 606507.952959
MLE, 1925811804, 48145295.100000
OPT_ALPHA, 61847838, 1585842.000000
EM_CONVERGE, 39, 39.000000
INFERENCE_CONVERGE, 271081, 8.688494
ALPHA_CONVERGE, 37057, 950.179487
